OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,complete_1,ref_id,tnorm,tnorm_n,standCt
1304,42.9964863,-75.69648515,136923.3757,1674,788,USA.NY,New York,0,NWY-OO,New York,NWY,75,7,Northern America,USA,United States of America (the),3,0,1997,1.223,1.171,1603
1305,40.41573624,-82.70740723,116428.0226,1189,789,USA.OH,Ohio,0,OHI-OO,Ohio,OHI,75,7,Northern America,USA,United States of America (the),3,0,1997,1.021,0.98,1141
1306,35.58437604,-97.5097227,181141.2241,574,790,USA.OK,Oklahoma,0,OKL-OO,Oklahoma,OKL,74,7,Northern America,USA,United States of America (the),3,0,1997,0.317,0.309,559
1307,43.94020973,-120.5410313,251314.5823,1157,791,USA.OR,Oregon,0,ORE-OO,Oregon,ORE,73,7,Northern America,USA,United States of America (the),3,0,1997,0.46,0.447,1123
1308,40.89848408,-77.84132464,119356.8751,1454,792,USA.PA,Pennsylvania,0,PEN-OO,Pennsylvania,PEN,75,7,Northern America,USA,United States of America (the),3,0,1997,1.218,1.18,1408
1309,41.68479785,-71.55987025,2735.743721,717,793,USA.RI,Rhode Island,0,RHO-OO,Rhode I.,RHO,75,7,Northern America,USA,United States of America (the),3,0,1997,26.209,25.514,698
983,19.41487433,-98.13760021,4078.934574,188,473,MEX.TLA,Tlaxcala,0,MXC-TL,Tlaxcala,MXC,79,7,Northern America,MEX,Mexico,2,2,2370,4.609,3.775,154
984,19.37462843,-96.40308243,71073.18343,745,474,MEX.VER,Veracruz,0,MXG-VC,Veracruz,MXG,79,7,Northern America,MEX,Mexico,2,2,2370,1.048,0.885,629
985,20.7781179,-88.94097997,37855.78627,297,475,MEX.YUC,YucatΞΒΞ²ΒΒn,0,MXT-YU,YucatΞΒΞΒ n,MXT,79,7,Northern America,MEX,Mexico,2,2,2370,0.785,0.663,251
986,23.30917677,-102.6996288,74817.18298,233,476,MEX.ZAC,Zacatecas,0,MXE-ZA,Zacatecas,MXE,79,7,Northern America,MEX,Mexico,2,2,2370,0.311,0.251,188
987,11.1272259,166.4330065,5.155182657,8,477,MHL.AA,Ailinginae Atoll,1,MRS-OO,Marshall Is.,MRS,62,6,Pacific,MHL,Marshall Islands (the),2,2,104,155.184,155.184,8
988,11.49774117,162.2961583,10.15820111,21,478,MHL.ENI,"Eniwetok, Mashall Islands",1,MRS-OO,Marshall Is.,MRS,62,6,Pacific,MHL,Marshall Islands (the),2,2,115,206.73,206.73,21
989,7.119074174,171.2160243,22.27838852,15,479,MHL.MA,"Majuro Atoll, Marshall Islands",1,MRS-OO,Marshall Is.,MRS,62,6,Pacific,MHL,Marshall Islands (the),2,2,131,67.33,67.33,15
990,11.29421133,166.8758655,11.36169018,35,480,MHL.RA,Rongelap Atoll,1,MRS-OO,Marshall Is.,MRS,62,6,Pacific,MHL,Marshall Islands (the),2,2,104,308.053,308.053,35
991,41.59307856,21.69955515,25327.60879,6,481,MKD,The former Yugoslav Republic of Macedonia,0,YUG-MA,Macedonia,YUG,13,1,Europe,MKD,Macedonia (the former Yugoslav Republic of),1,2,29,0.024,0.024,6
992,17.34774498,-3.522289273,1256003.59,82,482,MLI,Mali,0,MLI-OO,Mali,MLI,22,2,Africa,MLI,Mali,1,2,139,0.007,0.005,66
993,35.89052262,14.44192246,294.3946495,105,483,MLT,Malta,1,SIC-MA,Malta,SIC,13,1,Europe,MLT,Malta,2,2,29,35.666,35.666,105
994,17.59960817,145.8328666,13.85980131,71,484,MNP.AG,"Alamagan, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,512.273,512.273,71
995,18.77220765,145.6684243,46.90229055,72,485,MNP.AH,"Agrihan, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,153.511,149.246,70
996,19.68311712,145.4192446,18.84556348,16,486,MNP.AI,"Asuncion Island, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,84.901,84.901,16
997,14.85245242,145.5588071,7.552919547,33,487,MNP.AJ,"Aguijan, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,436.917,436.917,33
998,16.35224568,145.676876,35.13114966,55,488,MNP.AT,"Anatahan, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,156.556,156.556,55
999,20.5449116,144.8937948,2.788605895,1,489,MNP.FP,"Farallon de Pajaros, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,35.86,35.86,1
1000,17.30978203,145.841331,4.581413302,11,490,MNP.GG,"Guguan, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,240.101,240.101,11
1001,20.02149065,145.2245317,4.076677114,16,491,MNP.MI,"Maug Islands, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,392.477,392.477,16
1002,18.11635453,145.7667006,48.03688392,101,492,MNP.PA,"Pagan, Mariana Islands",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,210.255,210.255,101
1003,14.15743544,145.2140925,89.68812276,246,493,MNP.RO,"Rota, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,274.284,267.594,240
1004,16.70450965,145.7791587,5.108647243,40,494,MNP.SG,"Sarigan, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,782.986,782.986,40
1005,15.18912898,145.7539634,122.5424609,236,495,MNP.SP,"Saipan, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,192.586,188.506,231
1006,15.01335054,145.6315661,103.6329549,217,496,MNP.TI,"Tinian, Marianas",1,MRN-NM,Northern Marianas,MRN,62,6,Pacific,MNP,Northern Mariana Islands (the),2,2,103,209.393,206.498,214
1007,-13.07106912,36.46216181,128705.4913,68,497,MOZ.A,Nassa,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,0.053,0.052,67
1008,-19.03983459,33.43244239,62852.44265,96,498,MOZ.B,Manica,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,0.153,0.151,95
1009,-23.32010812,32.80027552,75562.59711,89,499,MOZ.G,Gaza,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,0.118,0.114,86
1010,-22.80878565,34.50918783,68116.29908,34,500,MOZ.I,Inhambane,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,0.05,0.05,34
1011,-25.5420086,32.44933461,23673.72725,325,501,MOZ.L,Maputo,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,1.373,1.343,318
1012,-14.96365802,39.25697443,78281.8807,34,502,MOZ.N,Nampula,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,0.043,0.043,34
1013,-12.45871029,39.36694245,78151.93316,17,503,MOZ.P,Cabo Delgado,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,0.022,0.022,17
1014,-16.65950034,36.98677095,102689.0642,44,504,MOZ.Q,Zambezia,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,0.043,0.043,44
1015,-19.05274316,34.67834079,67345.31853,84,505,MOZ.S,Sofala,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,0.125,0.122,82
1016,-15.52172965,32.76520558,100961.8865,73,506,MOZ.T,Tete,0,MOZ-OO,Mozambique,MOZ,26,2,Africa,MOZ,Mozambique,2,2,28,0.072,0.071,72
1017,20.25646738,-10.33285221,1037775.538,76,507,MRT,Mauritania,0,MTN-OO,Mauritania,MTN,22,2,Africa,MRT,Mauritania,1,2,139,0.007,0.006,65
1018,16.73945201,-62.18968496,100.645737,23,508,MSR,Montserrat,1,LEE-MO,Montserrat,LEE,81,8,Southern America,MSR,Montserrat,2,2,105,22.852,22.852,23
1019,14.65274682,-61.01811451,1114.856317,347,509,MTQ,Martinique,1,WIN-MA,Martinique,WIN,81,8,Southern America,MTQ,Martinique,2,1,1,31.125,31.125,347
1020,-20.25186571,57.87076664,2144.894281,746,510,MUS,Mauritius,1,MAU-OO,Mauritius,MAU,29,2,Africa,MUS,Mauritius,3,2,2393,34.78,33.708,723
1021,-13.19710377,34.2883337,116981.5808,56,511,MWI,Malawi,0,MLW-OO,Malawi,MLW,26,2,Africa,MWI,Malawi,1,2,139,0.048,0.043,50
1023,-22.13868212,17.21857594,825516.904,767,513,NAM,Namibia,0,NAM-OO,Namibia,NAM,27,2,Africa,NAM,Namibia,3,2,100,0.093,0.039,323
1025,17.42061223,9.405025135,1181786.908,41,515,NER,Niger,0,NGR-OO,Niger,NGR,22,2,Africa,NER,Niger (the),1,2,139,0.003,0.003,36
1026,-29.03257933,167.9522656,37.87656032,273,516,NFK,Norfolk Island,1,NFK-NI,Norfolk I.,NFK,50,5,Australasia,NFK,Norfolk Island,3,2,51,720.762,715.482,271
1027,9.594317553,8.101299007,909687.2871,218,517,NGA,Nigeria,0,NGA-OO,Nigeria,NGA,22,2,Africa,NGA,Nigeria,1,2,139,0.024,0.021,195
1028,12.83990921,-85.03024394,129202.3887,702,518,NIC,Nicaragua,0,NIC-OO,Nicaragua,NIC,80,8,Southern America,NIC,Nicaragua,2,2,39,0.543,0.523,676
1029,52.23467873,5.622643649,34534.71884,256,519,NLD,Netherlands,0,NET-OO,Netherlands,NET,11,1,Europe,NLD,Netherlands (the),1,2,2354,0.741,0.704,243
1031,70.94072129,-8.566046281,1.905399432,6,521,NOR.JM,Jan Mayen,1,SVA-OO,Svalbard,SVA,10,1,Europe,SJM,Svalbard and Jan Mayen,3,1,46,314.895,314.895,6
1032,78.95340021,22.98493194,1639.435105,6,522,NOR.SVA,Svalbard,1,SVA-OO,Svalbard,SVA,10,1,Europe,SJM,Svalbard and Jan Mayen,2,2,29,0.366,0.366,6
1033,28.24958119,83.9345607,148042.5162,350,523,NPL,Nepal,0,NEP-OO,Nepal,NEP,40,4,Asia-Tropical,NPL,Nepal,2,1,6,0.236,0.152,225
1034,-0.528470484,166.9344837,22.15093878,18,524,NRU,Nauru,1,NRU-OO,Nauru,NRU,60,6,Pacific,NRU,Nauru,2,2,2374,81.261,81.261,18
1035,-41.8295222,171.470686,268494.5826,1775,525,NZL,New Zealand,1,000-05,New Zealand,5,51,5,Australasia,NZL,New Zealand,3,2,25,0.661,0.65,1744
1036,-50.73648431,166.0972633,599.9193534,60,526,NZL.AUC,Auckland Islands,1,ATP-OO,Antipodean Is.,ATP,51,5,Australasia,NZL,New Zealand,2,2,2364,10.001,6.501,39
1037,-43.93848486,-176.525216,819.5108175,584,527,NZL.CI,Chatham Islands,1,CTM-OO,Chatham Is.,CTM,51,5,Australasia,NZL,New Zealand,3,0,2400,71.262,53.935,442
1067,8.507187223,-80.10266266,74135.18875,194,529,PAN,Panama,0,PAN-OO,PanamΞΒΞΒ ,PAN,80,8,Southern America,PAN,Panama,1,2,2362,0.262,0.135,100
1069,11.81427072,122.8961834,279862.072,653,531,PHL,Philippines,1,PHI-OO,Philippines,PHI,42,4,Asia-Tropical,PHL,Philippines (the),2,0,94,0.233,0.225,630
1070,52.12218074,19.41712937,313468.4931,391,532,POL,Poland,0,POL-OO,Poland,POL,11,1,Europe,POL,Poland,3,2,127,0.125,0.123,386
1071,18.22200988,-66.46814796,8970.472218,985,533,PRI,Puerto Rico,1,PUE-OO,Puerto Rico,PUE,81,8,Southern America,PRI,Puerto Rico,2,2,101,10.98,9.175,823
1072,40.14335779,127.1838581,122851.4629,116,534,PRK,"Korea, Democratic People's Republic of",0,KOR-NK,North Korea,KOR,38,3,Asia-Temperate,PRK,Korea (the Democratic People's Republic of),2,2,2336,0.094,0.094,116
1075,32.50762808,-16.50883382,13.97360647,16,536,PRT.DES,Desertas,1,MDR-OO,Madeira,MDR,21,2,Africa,PRT,Portugal,3,2,15,114.502,107.345,15
1076,32.74633725,-16.9991297,740.9377313,889,537,PRT.MAD,Madeira,1,MDR-OO,Madeira,MDR,21,2,Africa,PRT,Portugal,1,2,139,119.983,97.444,722
1077,33.06918042,-16.34217391,40.3314766,101,539,PRT.PSA,Porto Santo,1,MDR-OO,Madeira,MDR,21,2,Africa,PRT,Portugal,3,2,15,250.425,247.945,100
1078,30.11226344,-15.91922771,4.848377925,17,540,PRT.SIS,Salvage Islands,1,SEL-OO,Selvagens,SEL,21,2,Africa,PRT,Portugal,3,2,15,350.633,350.633,17
1079,-23.16622139,-135.0355781,0.92096107,12,541,PYF.AGA,"Agakauitai, French Polynesia (Gambier Islands)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,1302.987,1302.987,12
1081,-21.80933241,-154.7024336,2.045988307,3,543,PYF.AI.MAR,"Maria, French Polynesia (Austral Islands)",1,TUB-OO,Tubuai Is.,TUB,61,6,Pacific,PYF,French Polynesia,1,2,40,146.628,146.628,3
1082,-23.86795097,-147.6525827,19.11167006,77,544,PYF.AI.RAI,"Raivavae, French Polynesia (Austral Islands)",1,TUB-OO,Tubuai Is.,TUB,61,6,Pacific,PYF,French Polynesia,2,2,40,402.895,402.895,77
1083,-22.64883835,-152.8057342,8.426864439,89,545,PYF.AI.RIM,"Rimatara, French Polynesia (Austral Islands)",1,TUB-OO,Tubuai Is.,TUB,61,6,Pacific,PYF,French Polynesia,2,2,40,1056.146,1056.146,89
1084,-22.47492596,-151.3458406,34.66060387,90,546,PYF.AI.RUR,"Rurutu, French Polynesia (Austral Islands)",1,TUB-OO,Tubuai Is.,TUB,61,6,Pacific,PYF,French Polynesia,2,2,40,259.661,259.661,90
1085,-23.37259992,-149.4796182,48.49672198,68,547,PYF.AI.TUB,"Tubuai, French Polynesia (Austral Islands)",1,TUB-OO,Tubuai Is.,TUB,61,6,Pacific,PYF,French Polynesia,2,2,40,140.216,140.216,68
1086,-15.81409708,-154.5228424,3.657630598,1,548,PYF.BEL,"Bellingshausen, French Polynesia",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,1,2,40,27.34,27.34,1
1087,-27.60601395,-144.346835,48.25526447,33,549,PYF.BI.RAP,"Rapa, French Polynesia (Bass Islands)",1,TUB-OO,Tubuai Is.,TUB,61,6,Pacific,PYF,French Polynesia,2,2,40,68.386,68.386,33
1088,-23.1874353,-134.9138154,2.709807378,16,550,PYF.GI.AKA,"Akamaru, French Polynesia (Gambier Islands)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,590.448,590.448,16
1089,-23.13200477,-134.9035564,1.826519913,15,551,PYF.GI.AUK,"Aukena, French Polynesia (Gambier Islands)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,821.234,821.234,15
1092,-23.10974074,-134.9707567,15.72457451,41,554,PYF.GI.MAN,"Mangareva, French Polynesia (Gambier Islands)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,2,2,40,260.738,260.738,41
1093,-23.14719913,-135.0395777,5.593263491,20,555,PYF.GI.TAR,"Taravai, French Polynesia (Gambier Islands)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,357.573,357.573,20
1094,-23.14638439,-134.8513734,0.032988948,1,556,PYF.GI.TAU,"Tauna, French Polynesia (Gambier Islands)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,3031.318,3031.318,1
1095,-23.16486249,-134.8525184,0.102290901,1,557,PYF.GI.TEK,"Tekava, French Polynesia (Gambier Islands)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,977.604,977.604,1
1096,-23.3460039,-134.4798908,21.81056888,1,558,PYF.GI.TEM,"Temoe, French Polynesia (Gambier Islands)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,4.585,4.585,1
1097,-23.10975813,-134.8525341,0.927605855,1,559,PYF.GI.TRO,"Tarauru Roa, French Polynesia (Gambier Islands)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,107.804,107.804,1
1098,-24.37672587,-128.3228881,44.55277798,4,560,PYF.HE,"Henderson, French Polynesia",1,PIT-OO,Pitcairn Is.,PIT,61,6,Pacific,PCN,Pitcairn,1,2,40,8.978,8.978,4
1099,-7.996286934,-140.687406,41.06493318,47,561,PYF.MI.EI,"Eiao, French Polynesia (Marquesas Islands)",1,MRQ-OO,Marquesas,MRQ,61,6,Pacific,PYF,French Polynesia,2,2,2375,114.453,102.277,42
1110,-25.06964689,-130.1062627,4.917532797,25,572,PYF.PC,"Pitcairn, French Polynesia",1,PIT-OO,Pitcairn Is.,PIT,61,6,Pacific,PCN,Pitcairn,1,2,40,508.385,508.385,25
1111,-16.49404583,-151.7389487,32.74618945,29,573,PYF.SI.BOR,"Bora Bora, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,1,2,40,88.56,88.56,29
1112,-16.74647088,-151.00251,82.05425337,24,574,PYF.SI.HUA,"Huahine, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,1,2,40,29.249,29.249,24
1113,-17.65707106,-150.628687,13.09072329,5,575,PYF.SI.MAI,"Maiao, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,1,2,40,38.195,38.195,5
1114,-16.44215475,-152.2650351,13.46479998,106,576,PYF.SI.MAU,"Maupiti, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,2,2,41,787.238,750.104,101
1115,-17.87526974,-148.0675235,2.519044355,12,577,PYF.SI.MEH,"Mehetia, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,1,2,40,476.371,476.371,12
1116,-17.52905507,-149.8337092,134.3786898,111,578,PYF.SI.MOO,"Moorea, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,2,2,40,82.602,82.602,111
1117,-16.80177062,-153.9440455,5.990231326,1,579,PYF.SI.MOP,"Mopelia, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,1,2,40,16.694,16.694,1
1118,-16.8220116,-151.4368861,173.6174861,84,580,PYF.SI.RAI,"Raiatea, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,2,2,40,48.382,47.806,83
1119,-16.62298511,-151.4936709,94.9049606,35,581,PYF.SI.TAH,"Tahaa, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,2,2,40,36.879,36.879,35
1120,-17.00452016,-149.5666096,6.245461687,4,582,PYF.SI.TET,"Tetiaroa, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,1,2,40,64.047,64.047,4
1121,-17.67748619,-149.400753,1053.129908,207,583,PYF.SI.THI,"Tahiti, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,2,2,40,19.656,19.561,206
1122,-16.26204299,-151.8161228,11.14873221,3,584,PYF.SI.TUP,"Tupai, French Polynesia (Society Islands)",1,SCI-OO,Society Is.,SCI,61,6,Pacific,PYF,French Polynesia,1,2,40,26.909,26.909,3
1126,-15.98666636,-140.1332443,15.64498875,1,588,PYF.TA.FAK,"Fakahina, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,6.392,6.392,1
1127,-22.24004635,-138.7464195,11.9311345,1,589,PYF.TA.FAN,"Fangataufa, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,8.381,8.381,1
1128,-18.25654105,-140.8695834,46.32681676,4,590,PYF.TA.HAO,"Hao, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,8.634,8.634,4
1130,-15.72965575,-146.7095101,20.24603332,1,592,PYF.TA.KAU,"Kaukura, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,4.939,4.939,1
1141,-21.30554754,-136.7467504,4.154835823,1,605,PYF.TA.TEN,"Tenararo, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,24.068,24.068,1
1142,-21.34504168,-136.5429682,5.938503852,3,606,PYF.TA.TGA,"Tenarunga, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,50.518,50.518,3
1143,-15.00531875,-148.1651378,36.93859671,11,607,PYF.TA.TIK,"Tikehau, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,29.779,29.779,11
1144,-14.62873578,-145.2064395,18.91421031,2,604,PYF.TA.TAO,"Takapoto, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,10.574,10.574,2
1146,-14.10199642,-141.4288118,2.673506278,2,610,PYF.TA.TNO,"Tepoto North, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,74.808,74.808,2
1147,-15.85363672,-146.0180567,16.51374852,3,611,PYF.TA.TOA,"Toau, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,18.167,18.167,3
1148,-21.33263089,-136.6530177,5.470087417,2,612,PYF.TA.VAH,"Vahanga, French Polynesia (Tuamotu Archipelago)",1,TUA-OO,Tuamotu,TUA,61,6,Pacific,PYF,French Polynesia,1,2,40,36.562,36.562,2
1149,25.30994762,51.18957186,10598.60801,127,613,QAT,Qatar,0,GST-QA,Qatar,GST,35,3,Asia-Temperate,QAT,Qatar,2,2,89,1.198,1.198,127
1150,45.84646591,24.95698437,237672.1734,110,614,ROU,Romania,0,ROM-OO,Romania,ROM,13,1,Europe,ROU,Romania,2,2,29,0.046,0.046,110
1151,54.82637815,137.3225556,786643.8161,931,615,RUS.KHA,Khabarovsk,0,KHA-OO,Khabarovsk,KHA,31,3,Asia-Temperate,RUS,Russian Federation (the),3,2,2414,0.118,0.065,509
1152,43.36924527,146.0031211,2.351928715,16,617,RUS.KI.ANU,"Anuchina, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,47,680.293,680.293,16
1153,43.41730043,146.1620699,0.601676424,2,618,RUS.KI.DEM,"Demina, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,47,332.405,332.405,2
1154,48.94514557,153.9539241,33.06878801,2,619,RUS.KI.EKA,"Ekarma, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),1,2,19,6.048,6.048,2
1155,45.07598001,147.8772308,3175.905824,19,620,RUS.KI.ITU,"Iturup, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,0.598,0.598,19
1156,47.33699136,152.4777607,71.44072408,1,621,RUS.KI.KET,"Ketoi, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,1.4,1.4,1
1157,49.12071364,154.5257529,77.81175078,2,622,RUS.KI.KHA,"Kharimkotan, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,120,2.57,2.57,2
1158,44.17327664,145.94709,1488.290325,24,623,RUS.KI.KUR,"Kunashir, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,1.613,1.613,24
1159,49.7763978,154.4363183,50.90606905,2,624,RUS.KI.MAK,"Makanrushi, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),1,2,19,3.929,3.929,2
1160,48.0805212,153.2160138,52.00833863,3,625,RUS.KI.MAT,"Matua, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,5.768,5.768,3
1161,50.37294741,155.7226445,2035.095098,3,626,RUS.KI.PAR,"Paramushir, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,0.147,0.147,3
1162,43.63092432,146.323889,10.49940248,10,627,RUS.KI.POL,"Polonskogo, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,47,95.244,95.244,10
1163,46.94803005,151.9957432,339.3637933,8,628,RUS.KI.SHI,"Shimushir, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,2.357,2.357,8
1164,43.80086146,146.7389065,250.3235851,19,629,RUS.KI.SHN,"Shikotan, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,7.59,7.59,19
1165,50.73968826,156.3555941,385.2347405,2,630,RUS.KI.SHU,"Shumushu, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,0.519,0.519,2
1166,43.38347018,145.8927936,0.119704813,3,631,RUS.KI.STO,"Storozhevoy, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,47,2506.165,2506.165,3
1167,43.43871313,145.9168146,13.20073692,20,632,RUS.KI.TAN,"Tanfilyeva, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,47,151.507,151.507,20
1168,45.90567512,149.9492285,1423.215089,1,633,RUS.KI.URU,"Urup, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,0.07,0.07,1
1169,47.52328024,152.8204434,5.470425361,1,634,RUS.KI.USH,"Ushishir, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,121,18.28,18.28,1
1170,43.42217932,146.0636163,10.51238771,16,635,RUS.KI.YUR,"Yuri, Kuril Islands",1,KUR-OO,Kuril Is.,KUR,31,3,Asia-Temperate,RUS,Russian Federation (the),2,2,47,152.201,152.201,16
