OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id
"431",17.7328595919,-64.7684563079,219.681367592,"3","1303",USA.VI.STC,St. Croix (Virgin Islands),"1",LEE-VI,Virgin Is.,LEE,"81","8",Southern America,VIR,Virgin Islands (U.S.),"2","2","101"
"432",-15.9594056606,-5.70849369246,168.128007826,"252","668",SHN.SH,St Helena,"1",STH-OO,St.Helena,STH,"28","2",Africa,SHN,"Saint Helena, Ascension and Tristan da Cunha","2","2","72"
"433",18.3383534594,-64.7367581147,52.0734160954,"2","1302",USA.VI.STJ,St. John (Virgin Islands),"1",LEE-VI,Virgin Is.,LEE,"81","8",Southern America,VIR,Virgin Islands (U.S.),"2","2","101"
"435",18.3435284256,-64.9286941704,76.2068100752,"3","1301",USA.VI.STT,St. Thomas (Virgin Islands),"1",LEE-VI,Virgin Is.,LEE,"81","8",Southern America,VIR,Virgin Islands (U.S.),"2","2","101"
"436",47.2784436188,15.0116066507,16431.1158754,"187","914",AUT.STY,Steiermark,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria,"3","2","2376"
"451",-19.7028877025,-69.4790073211,57071.9631294,"2","1220",CHL.RTA,"RegiΓ³n de TarapacΓ‘ and Arica and Parinacota, Chile","0",CLN-TA,Tarapaca,CLN,"85","8",Southern America,CHL,Chile,"1","2","2385"
"453",38.7239011109,-27.2122999424,400.562027459,"827","986",PRT.AZO.TER,Terceira,"1",AZO-OO,Aβ‘βres,AZO,"21","2",Africa,PRT,Portugal,"3","2","2388"
"457",47.1951670985,11.5000589511,12599.8303092,"152","917",AUT.TYR,Tirol,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria,"3","2","2376"
"463",39.0684155513,35.1873508298,779323.197183,"172","889",TUR,Turkey,"0",000-29,Turkey,"28","102","0",mixed,TUR,Turkey,"3","0","2399"
"471",23.9245074859,54.3454124383,67901.7089323,"8","920",ARE,United Arab Emirates,"0",GST-UA,United Arab Emirates,GST,"35","3",Asia-Temperate,ARE,United Arab Emirates (the),"1","2","2356"
"480",-32.7932900825,-70.9779690415,16073.2921689,"12","1224",CHL.RVA,"RegiΓ³n de ValparaΓ­so, Chile","0",CLC-VA,ValparaΒ‘so,CLC,"85","8",Southern America,CHL,Chile,"1","2","2385"
"484",-36.8567611851,144.308838407,227944.880002,"1539","107",AUS.VIC,Australia Victoria,"0",VIC-OO,Victoria,VIC,"50","5",Australasia,AUS,Australia,"3","2","2398"
"490",47.250722057,9.89903218655,2686.01279949,"125","918",AUT.VOR,Vorarlberg,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria,"3","2","2376"
"495",22.2459277296,4.78067715154,6832540.61984,"1","993",ESH,Western Sahara,"0",WSA-OO,Western Sahara,WSA,"20","2",Africa,ESH,Western Sahara*,"1","2","3"
"499",48.2255607869,16.3952385006,461.01724058,"182","911",AUT.VIE,Wien,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria,"3","2","2376"
"506",17.2176675394,-88.6847669885,22093.3325088,"62","149",BLZ,Belize,"0",BLZ-OO,Belize,BLZ,"80","8",Southern America,BLZ,Belize,"2","2","60"
"508",12.5156257974,-69.9756401303,199.567242351,"32","1",ABW,Aruba,"1",ARU-OO,Aruba,ARU,"81","8",Southern America,ABW,Aruba,"2","1","130"
"509",-12.2994771184,17.5379648235,1248577.78869,"364","2",AGO,Angola,"0",ANG-OO,Angola,ANG,"26","2",Africa,AGO,Angola,"1","2","139"
"510",18.2147363201,-63.0543983672,74.9280184692,"70","3",AIA,Anguilla,"1",LEE-AG,Anguilla,LEE,"81","8",Southern America,AIA,Anguilla,"2","1","1"
"511",41.1515137133,20.0653661145,28836.2234104,"108","4",ALB,Albania,"0",ALB-OO,Albania,ALB,"13","1",Europe,ALB,Albania,"3","2","10"
"512",-36.6789876974,-60.5585125697,306120.746779,"466","5",ARG.BA,Buenos Aires,"0",AGE-BA,Buenos Aires,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"513",-27.2855741844,-66.9958949743,99181.1145277,"96","6",ARG.CA,Catamarca,"0",AGW-CA,Catamarca,AGW,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"514",-26.3975795398,-60.7590122535,99216.2211416,"70","7",ARG.CHA,Chaco,"0",AGE-CH,Chaco,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"515",-43.7985073064,-68.491417015,221723.657423,"177","8",ARG.CHU,Chubut,"0",AGS-CB,Chubut,AGS,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"516",-32.0951515807,-63.7714081503,167757.100382,"214","9",ARG.CO,CΓ³rdoba,"0",AGE-CD,CΒ’rdoba,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"517",-28.7646900198,-57.7920314202,88605.6193095,"109","10",ARG.COR,Corrientes,"0",AGE-CN,Corrientes,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"518",-34.6179053893,-58.45074934,178.283718287,"118","11",ARG.DF,Ciudad de Buenos Aires,"0",AGE-DF,Argentina Distrito Federal,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"519",-32.0436570051,-59.203674794,78050.9279929,"215","12",ARG.ER,Entre RΓ­os,"0",AGE-ER,Entre RΒ‘os,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"520",-24.9018032693,-59.931291572,76146.2297757,"49","13",ARG.FO,Formosa,"0",AGE-FO,Formosa,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"521",-23.310865581,-65.7673049282,53048.8779094,"115","14",ARG.JU,Jujuy,"0",AGW-JU,Jujuy,AGW,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"522",-37.1328710079,-65.445506681,142697.412623,"202","15",ARG.LP,La Pampa,"0",AGE-LP,La Pampa,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"523",-29.6737729438,-67.1685423466,91671.7812262,"75","16",ARG.LR,La Rioja,"0",AGW-LR,La Rioja,AGW,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"524",-34.5983291502,-68.6084088819,151240.493609,"207","17",ARG.ME,Mendoza,"0",AGW-ME,Mendoza,AGW,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"525",-26.8673688784,-54.6481947994,30135.6674839,"90","18",ARG.MI,Misiones,"0",AGE-MI,Misiones,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"526",-38.6403839561,-70.125154683,93570.5264995,"207","19",ARG.NE,NeuquΓ©n,"0",AGS-NE,Neuquβn,AGS,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"527",-40.3997280559,-67.236884008,202999.232241,"246","20",ARG.RN,RΓ­o Negro,"0",AGS-RN,Rio Negro,AGS,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"528",-24.2898012151,-64.8243212444,155920.926002,"145","21",ARG.SA,Salta,"0",AGW-SA,Salta,AGW,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"529",-48.792658402,-69.8896361787,238778.420289,"143","22",ARG.SC,Santa Cruz,"0",AGS-SC,Santa Cruz,AGS,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"530",-27.7268267333,-63.2936858529,135049.621546,"76","23",ARG.SE,Santiago del Estero,"0",AGW-SE,Santiago del Estero,AGW,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"531",-30.694642986,-60.9450208285,133705.591223,"128","24",ARG.SF,Santa Fe,"0",AGE-SF,Santa Fβ,AGE,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"532",-30.8153462481,-68.8716681779,86778.1421381,"94","25",ARG.SJ,San Juan,"0",AGW-SJ,San Juan,AGW,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"533",-33.7564853708,-66.0287261044,77386.86837,"100","26",ARG.SL,San Luis,"0",AGW-SL,San Luis,AGW,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"534",-54.3297767879,-67.426286695,20884.1343962,"150","27",ARG.TF,Tierra del Fuego,"1",AGS-TF,Tierra del Fuego (Argentina),AGS,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"535",-26.9432062803,-65.3781708612,23071.491941,"143","28",ARG.TU,TucumΓ‘n,"0",AGW-TU,Tucuman,AGW,"85","8",Southern America,ARG,Argentina,"1","2","2385"
"536",-14.2840392329,-170.553463672,1.74340419344,"89","29",ASM.AUU,Aunuu,"1",SAM-AS,American Samoa,SAM,"60","6",Pacific,ASM,American Samoa,"2","2","138"
"555",-28.4722703677,113.774264788,0.19209215982,"10","48",AUS.LI,"Long Island, Houtman Abrolhos","1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"1","2","84"
"556",-28.727121147,113.787169618,0.09637916159,"22","49",AUS.LRI,Little Rat Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"1","2","84"
"557",-28.7453395615,113.814293868,0.11838833165,"10","50",AUS.MI,Morley Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"558",-28.9086441032,113.912473878,0.24559520752,"7","51",AUS.MII,Middle Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"559",-28.8972413742,113.898108461,0.05765913151,"2","52",AUS.MUI,Murray Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"560",-28.8631920097,113.996967061,0.11671393625,"6","53",AUS.NEI,Newman Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"561",-28.3000205228,113.595684533,1.87297968671,"24","54",AUS.NI,"North Island, Houtman Abrolhos","1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"1","2","84"
"562",-33.6797448253,150.806513514,17699.6425926,"1127","55",AUS.NSW.CC,Central Coast,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"563",-33.665170286,149.801899994,21809.9022224,"696","56",AUS.NSW.CT,Central Tablelands,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"564",-31.5530145164,159.077160367,17.4657953399,"263","58",AUS.NSW.LHI,Lord Howe Island,"1",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"565",-30.5961690949,152.43763427,55050.1700926,"969","59",AUS.NSW.NC,North Coast,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"566",-30.4232715121,142.974719782,124729.646959,"230","60",AUS.NSW.NFWP,North Far Western Plains,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"567",-30.4724568672,151.578019256,31361.7605708,"525","61",AUS.NSW.NT,Northern Tablelands,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"568",-30.3000678731,147.41323258,150780.316107,"426","62",AUS.NSW.NWP,North Western Plains,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"569",-30.5742061277,150.326879781,44298.1380875,"635","63",AUS.NSW.NWS,North Western Slopes,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"570",-36.1457032788,149.979310004,12213.7099968,"533","64",AUS.NSW.SC,South Coast,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"571",-33.1615087093,142.61138071,77487.6784154,"206","65",AUS.NSW.SFWP,South Far Western Plains,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"572",-35.7150566979,149.069786622,39307.2088852,"677","66",AUS.NSW.ST,Southern Tablelands,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"573",-33.8236543152,145.385181097,115847.605594,"496","67",AUS.NSW.SWP,South Western Plains,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"574",-35.2573142936,147.321998627,31386.2075706,"530","68",AUS.NSW.SWS,South Western Slopes,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411"
"575",-19.4151513979,133.366272041,1348721.71881,"432","69",AUS.NT,Northern Territory,"0",NTA-OO,Northern Territory,NTA,"50","5",Australasia,AUS,Australia,"3","2","112"
"576",-28.945625793,113.972258202,2.34779263093,"19","70",AUS.PEI,Pelsaert Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"577",-28.4543578047,113.727412234,0.06795873876,"26","71",AUS.PI,Pigeon Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"1","2","84"
"578",-19.466673176,140.880836305,262690.946179,"233","72",AUS.QNS.BK,Burke,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"579",-25.7329283116,151.290607711,30143.3753353,"419","73",AUS.QNS.BN,Burnett,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"580",-15.772453912,143.325633032,261612.171287,"750","74",AUS.QNS.CO,Cook,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"581",-27.6167517582,150.786022001,66195.3682589,"616","75",AUS.QNS.DD,Darling Downs,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"582",-23.1386353271,140.425753442,218338.215213,"80","76",AUS.QNS.GN,Gregory North,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"583",-26.5382199409,141.693850755,129433.875446,"72","77",AUS.QNS.GS,Gregory South,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"584",-24.0432263416,148.797880172,123851.153725,"399","78",AUS.QNS.LE,Leichhardt,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"585",-27.4219153255,147.963655747,100257.007738,"259","79",AUS.QNS.MA,Maranoa,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"586",-23.4357014441,144.569114341,142876.618185,"196","80",AUS.QNS.MI,Mitchell,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"587",-27.4362765966,152.678740672,21909.0250489,"1003","81",AUS.QNS.MO,Moreton,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"588",-19.6058519657,146.067494311,84932.7367843,"602","82",AUS.QNS.NK,North Kennedy,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"589",-23.5515970737,150.565622675,36534.7004689,"548","83",AUS.QNS.PC,Port Curtis,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"590",-21.9709930919,147.049514511,80892.7374029,"481","84",AUS.QNS.SK,South Kennedy,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"591",-27.0738182541,145.153958553,146248.863136,"218","85",AUS.QNS.WA,Warrego,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"592",-25.6190937793,152.454126567,21977.0580575,"629","86",AUS.QNS.WB,Wide Bay,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia,"3","2","2391"
"593",-28.7142881009,113.784625456,0.69741822353,"30","87",AUS.RI,Rat Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"1","2","84"
"594",-31.6700033194,140.085729295,56670.6080561,"155","88",AUS.SA.EA,Eastern,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"595",-32.79388224,135.448592711,84871.5114003,"471","89",AUS.SA.EP,Eyre Peninsula,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"596",-31.4422986797,138.599379982,37808.1892366,"365","90",AUS.SA.FR,Flinders Ranges,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"597",-31.0118767689,135.626980462,95288.7088879,"128","91",AUS.SA.GT,Gairdner-Torrens,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"598",-35.8279977801,137.240283167,4417.68102885,"303","92",AUS.SA.KI,Kangaroo Island,"1",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"599",-28.0489588192,137.4540528,318077.403963,"126","93",AUS.SA.LE,Lake Eyre,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"600",-34.278944471,140.036029401,47087.6452926,"563","94",AUS.SA.MU,Murray,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"601",-33.7519390653,138.56739567,14894.1822214,"553","95",AUS.SA.NL,Northern Lofty,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"602",-30.814394891,130.904653335,62826.1842246,"81","96",AUS.SA.NU,Nullarbor,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"603",-28.0305711919,131.460088527,217545.171931,"56","97",AUS.SA.NW,North-Western,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"604",-36.5922965985,140.334451478,29079.8743816,"640","98",AUS.SA.SE,South-Eastern,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"605",-35.0760992504,138.721867043,7425.09145699,"1039","99",AUS.SA.SL,Southern Lofty,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"606",-34.4123051235,137.652245841,8414.53873371,"371","100",AUS.SA.YP,Yorke Peninsula,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia,"3","2","23"
"607",-28.6827090334,113.833422499,0.16572339006,"13","101",AUS.SEI,Serventy Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"608",-28.4591271445,113.716336085,0.18663425341,"8","102",AUS.SI,Seagull Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"1","2","84"
"609",-28.7134550998,113.838665504,0.35027447978,"5","103",AUS.SUI,Suomi Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"610",-42.0211887211,146.591467882,64363.4003748,"877","104",AUS.TAS,Tasmania,"1",TAS-OO,Tasmania,TAS,"50","5",Australasia,AUS,Australia,"3","2","9"
"611",-54.6284044441,158.86393549,134.305202842,"3","105",AUS.TAS.MI,Macquarie Island,"1",TAS-OO,Tasmania,TAS,"50","5",Australasia,AUS,Australia,"3","2","44"
"612",-28.8646782675,113.976698436,0.12612102717,"10","106",AUS.UMI,Uncle Margie Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"613",-31.2357952399,117.383993469,95171.0330464,"893","108",AUS.WA.AW,Avon Wheatbelt,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"614",-24.3330370836,114.570353679,83770.9467283,"255","109",AUS.WA.CAR,Carnarvon,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"615",-17.2262262791,126.677241629,76755.8746611,"169","110",AUS.WA.CK,Central Kimberley,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"616",-31.3799361908,121.435612966,129122.09332,"366","111",AUS.WA.COO,Coolgardie,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"617",-25.2677704281,127.960207094,47032.0536647,"27","112",AUS.WA.CR,Central Ranges,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"618",-18.1479796112,123.403516166,83711.3608462,"290","113",AUS.WA.DL,Dampierland,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"619",-33.8949008304,120.535971417,29067.9320141,"627","114",AUS.WA.ESP,Esperance Plains,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"620",-24.7175328176,118.7322424,180752.552991,"75","115",AUS.WA.GAS,Gascoyne,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"621",-24.3559738843,125.957451714,156290.052873,"9","116",AUS.WA.GD,Gibson Desert,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"622",-21.0318500164,124.86636774,295408.287278,"28","117",AUS.WA.GSD,Great Sandy Desert,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"623",-28.4971446308,114.91195285,38958.7175559,"606","118",AUS.WA.GSP,Geraldton Sandplains,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"624",-28.04735772,125.562588512,217942.010618,"18","119",AUS.WA.GVD,Great Victoria Desert,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"625",-31.9560799739,127.50369752,10429.5035235,"87","120",AUS.WA.HAM,Hampton,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"626",-33.4276259693,116.556587303,45079.5480277,"1389","121",AUS.WA.JF,Jarrah Forest,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"627",-23.9639416774,122.30505952,110899.173757,"29","122",AUS.WA.LSD,Little Sandy Desert,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"628",-33.0347190657,120.603686924,73949.6534871,"451","123",AUS.WA.MAL,Mallee,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"629",-27.8073920721,119.555334753,281205.572638,"214","124",AUS.WA.MUR,Murchison,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"630",-15.4042207999,126.128617841,83889.2042593,"254","125",AUS.WA.NK,Northern Kimberley,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"631",-30.6626736692,126.526420728,137360.412211,"112","126",AUS.WA.NUL,Nullarbor,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"632",-18.3278313384,127.443213849,54978.832225,"125","127",AUS.WA.OVP,Ord Victoria Plain,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"633",-21.9100655754,118.543318562,178531.945026,"199","128",AUS.WA.PIL,Pilbara,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"634",-31.6197131922,115.69620882,15124.2882513,"1635","129",AUS.WA.SWA,Swan Coastal Plain,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"635",-19.8165555055,128.277063663,30155.6654206,"18","130",AUS.WA.TAN,Tanami,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"636",-15.7452665231,128.467634018,18724.3487295,"329","131",AUS.WA.VB,Victoria Bonaparte,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"637",-34.5792635803,116.222843661,8441.53225866,"927","132",AUS.WA.WAR,Warren,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"638",-28.4907825314,116.599551615,42542.8954941,"167","133",AUS.WA.YAL,Yalgoo,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"3","2","2412"
"639",-28.6709367244,113.877351705,0.09612830725,"8","134",AUS.WHI,White Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"640",-28.7507676404,113.806094283,0.16415708505,"11","135",AUS.WI,Wooded Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84"
"641",-28.4650403183,113.69469028,6.42657738889,"24","136",AUS.WWI,West Wallabi Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"1","2","84"
"643",-3.34033792828,29.9017545612,26979.6162042,"272","138",BDI,Burundi,"0",BUR-OO,Burundi,BUR,"23","2",Africa,BDI,Burundi,"2","0","2410"
"644",50.6257260902,4.69006376553,30819.5844351,"518","139",BEL,Belgium,"0",BGM-BE,Belgium,BGM,"11","1",Europe,BEL,Belgium,"3","2","29"
"645",9.63219495254,2.33832055117,118026.776385,"440","140",BEN,Benin,"0",BEN-OO,Benin,BEN,"22","2",Africa,BEN,Benin,"2","2","139"
"647",17.4908423446,-62.9762829294,23.4369022801,"36","142",BES.EUS,Sint Eustatius,"1",LEE-NL,Netherlands Leeward Is.,LEE,"81","8",Southern America,ANT,Netherlands Antilles,"2","1","130"
"648",17.631469265,-63.237527582,14.3533045642,"38","143",BES.SAB,Saba,"1",LEE-NL,Netherlands Leeward Is.,LEE,"81","8",Southern America,ANT,Netherlands Antilles,"2","1","130"
"649",12.264786418,-1.74782469944,272979.859024,"234","144",BFA,Burkina Faso,"0",BKN-OO,Burkina,BKN,"22","2",Africa,BFA,Burkina Faso,"1","2","139"
"650",42.7685225822,25.2175126245,112760.698488,"666","145",BGR,Bulgaria,"0",BUL-OO,Bulgaria,BUL,"13","1",Europe,BGR,Bulgaria,"1","2","96"
"651",24.259785887,-76.6441079271,13377.8224764,"46","146",BHS,Bahamas,"1",BAH-OO,Bahamas,BAH,"81","8",Southern America,BHS,Bahamas (the),"2","1","64"
"652",17.9019776455,-62.8296981691,21.9044757609,"79","147",BLM,Saint Barthelemy,"1",LEE-SM,St.Martin-St.Barthβlβmy,LEE,"81","8",Southern America,GLP,Guadeloupe,"2","1","1"
"653",53.5317456406,28.0402500595,206790.587406,"192","148",BLR,Belarus,"0",BLR-OO,Belarus,BLR,"14","1",Europe,BLR,Belarus,"2","2","29"
"661",32.3160877892,-64.7396071092,21.4625582919,"315","150",BMU,Bermuda,"1",BER-OO,Bermuda,BER,"81","8",Southern America,BMU,Bermuda,"1","2","2363"
"662",-16.7238514399,-64.6619195453,1086984.30886,"223","151",BOL,Bolivia,"0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","21"
"663",-9.30119223777,-70.4828950823,152051.124112,"91","152",BRA.AC,Acre,"0",BZN-AC,Acre,BZN,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"664",-9.51302297903,-36.6255343546,28065.1210458,"94","153",BRA.AL,Alagoas,"0",BZE-AL,Alagoas,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"666",1.4484930112,-51.9611066844,139442.497704,"60","155",BRA.AP,AmapΓ‘,"0",BZN-AP,AmapΒ ,BZN,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"667",-12.4750057069,-41.7044700985,559875.444108,"281","156",BRA.BA,Bahia,"0",BZE-BA,Bahia,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413"
"669",-15.7712368945,-47.7897522019,5847.80588663,"172","158",BRA.DF,Distrito Federal,"0",BZC-DF,Brazilia Distrito Federal,BZC,"84","8",Southern America,BRA,Brazil,"1","1","2413"
