OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id
"711",50.199003726,154.982814006,8.90383291263,"1","616",RUS.KI.ANT,"Antsiferova, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"1","2","19"
"763",40.1753581687,116.405366514,16553.1397952,"192","254",CHN.11,Beijing,"0",CHN-BJ,Beijing,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"764",39.2850248956,117.308423211,11270.1697932,"113","255",CHN.12,Tianjin,"0",CHN-TJ,Tianjin,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"765",39.5357759585,116.113141532,186863.515301,"298","256",CHN.13,Hebei,"0",CHN-HB,Hebei,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"766",37.5687626092,112.284865721,156215.836535,"202","257",CHN.14,Shanxi,"0",CHN-SX,Shanxi,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"767",41.2980051349,122.612824065,146939.369636,"262","258",CHN.21,Liaoning,"0",CHM-LN,Liaoning,CHM,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"768",43.6729794989,126.187308637,191793.676515,"211","259",CHN.22,Jilin,"0",CHM-JL,Jilin,CHM,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"769",47.8663869952,127.752431832,451525.556903,"223","260",CHN.23,Heilongjiang,"0",CHM-HJ,Heilongjiang,CHM,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"770",31.1698604667,121.408999185,5820.52348656,"144","261",CHN.31,Shanghai,"0",CHS-SH,Shanghai,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"771",32.9775764574,119.439357446,99516.4820484,"387","262",CHN.32,Jiangsu,"0",CHS-JS,Jiangsu,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"772",29.1655106288,120.052583786,99600.4338172,"238","263",CHN.33,Zhejiang,"0",CHS-ZJ,Zhejiang,CHS,"36","3",Asia-Temperate,CHN,China,"2","2","113"
"773",31.8202704911,117.227259125,140130.397364,"319","264",CHN.34,Anhui,"0",CHS-AH,Anhui,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"774",26.073620813,117.966103492,120775.660701,"466","265",CHN.35,Fujian,"0",CHS-FJ,Fujian,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"775",27.6168098364,115.715408678,167600.840776,"338","266",CHN.36,Jiangxi,"0",CHS-JX,Jiangxi,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"776",36.3457786799,118.138965931,155421.422418,"279","267",CHN.37,Shandong,"0",CHN-SD,Shandong,CHN,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"777",33.8784287545,113.607010948,166002.329389,"270","268",CHN.41,Henan,"0",CHS-HE,Henan,CHS,"36","3",Asia-Temperate,CHN,China,"1","2","2333"
"823",35.0799676754,33.2577488568,9927.83514642,"143","314",CYP,Cyprus,"1",CYP-OO,Cyprus,CYP,"34","3",Asia-Temperate,CYP,Cyprus,"2","2","29"
"858",42.1751328032,43.5298772026,69746.3024222,"149","349",GEO,Georgia,"0",TCS-GR,Georgia,TCS,"33","3",Asia-Temperate,GEO,Georgia,"2","2","67"
"919",31.4439598389,34.9960339868,21900.9283218,"103","410",ISR,Israel,"0",PAL-IS,Israel,PAL,"34","3",Asia-Temperate,ISR,Israel,"1","2","2409"
"925",37.5511773936,137.97834761,373508.03403,"3300","416",JPN,Japan,"1",000-04,Japan,"4","38","3",Asia-Temperate,JPN,Japan,"1","2","2349"
"927",41.4763182486,74.5919878828,200947.023435,"74","418",KGZ,Kyrgyzstan,"0",KGZ-OO,Kirgizistan,KGZ,"32","3",Asia-Temperate,KGZ,Kyrgyzstan,"2","2","73"
"940",36.4025502085,127.856556988,94888.9553863,"310","431",KOR,"Korea, Republic of","0",KOR-SK,South Korea,KOR,"38","3",Asia-Temperate,KOR,Korea (the Republic of),"2","2","2336"
"1072",40.143357791,127.183858145,122851.462945,"116","534",PRK,"Korea, Democratic People's Republic of","0",KOR-NK,North Korea,KOR,"38","3",Asia-Temperate,PRK,Korea (the Democratic People's Republic of),"2","2","2336"
"1149",25.3099476229,51.1895718588,10598.6080058,"127","613",QAT,Qatar,"0",GST-QA,Qatar,GST,"35","3",Asia-Temperate,QAT,Qatar,"2","2","89"
"1151",54.8263781524,137.322555563,786643.816122,"931","615",RUS.KHA,Khabarovsk,"0",KHA-OO,Khabarovsk,KHA,"31","3",Asia-Temperate,RUS,Russian Federation (the),"3","2","2414"
"1152",43.369245274,146.003121113,2.35192871503,"16","617",RUS.KI.ANU,"Anuchina, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1153",43.4173004295,146.162069894,0.60167642418,"2","618",RUS.KI.DEM,"Demina, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1154",48.945145568,153.953924085,33.0687880133,"2","619",RUS.KI.EKA,"Ekarma, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"1","2","19"
"1155",45.075980014,147.877230762,3175.90582415,"19","620",RUS.KI.ITU,"Iturup, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1156",47.3369913582,152.47776072,71.4407240824,"1","621",RUS.KI.KET,"Ketoi, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1157",49.1207136429,154.525752898,77.8117507754,"2","622",RUS.KI.KHA,"Kharimkotan, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","120"
"1158",44.1732766441,145.947089955,1488.29032457,"24","623",RUS.KI.KUR,"Kunashir, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1159",49.7763977965,154.436318329,50.9060690466,"2","624",RUS.KI.MAK,"Makanrushi, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"1","2","19"
"1160",48.0805212035,153.216013786,52.0083386341,"3","625",RUS.KI.MAT,"Matua, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1161",50.3729474129,155.722644462,2035.09509766,"3","626",RUS.KI.PAR,"Paramushir, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1162",43.6309243216,146.323888978,10.4994024837,"10","627",RUS.KI.POL,"Polonskogo, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1163",46.9480300547,151.995743206,339.363793304,"8","628",RUS.KI.SHI,"Shimushir, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1164",43.8008614618,146.738906475,250.323585114,"19","629",RUS.KI.SHN,"Shikotan, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1165",50.7396882634,156.355594146,385.234740463,"2","630",RUS.KI.SHU,"Shumushu, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1166",43.3834701809,145.892793584,0.11970481294,"3","631",RUS.KI.STO,"Storozhevoy, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1167",43.4387131314,145.916814618,13.200736921,"20","632",RUS.KI.TAN,"Tanfilyeva, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1168",45.9056751248,149.949228541,1423.21508938,"1","633",RUS.KI.URU,"Urup, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1169",47.5232802351,152.820443438,5.4704253609,"1","634",RUS.KI.USH,"Ushishir, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","121"
"1170",43.4221793189,146.063616298,10.5123877061,"16","635",RUS.KI.YUR,"Yuri, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1171",43.5079600716,146.136127527,58.6063017524,"22","636",RUS.KI.ZEJ,"Zeleny, Kuril Islands","1",KUR-OO,Kuril Is.,KUR,"31","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","47"
"1178",50.7305921213,87.0332189464,92523.3636268,"279","644",RUS.SIB.AR,Altai Republic,"0",ALT-OO,Altay,ALT,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","1","2379"
"1179",57.0964179491,106.357798587,773669.717226,"216","645",RUS.SIB.IO,Irkutsk,"0",IRK-OO,Irkutsk,IRK,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","2418"
"1180",67.0750952986,95.9684387306,2289880.4032,"68","646",RUS.SIB.KK,Krasnoyarsk,"0",KRA-OO,Krasnoyarsk,KRA,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","34"
"1181",54.7944388298,87.2230431294,95162.7509464,"190","647",RUS.SIB.KR,Kemerovo,"0",WSB-OO,West Siberia,WSB,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","1","2379"
"1182",55.283246416,79.7669760263,177820.461957,"167","648",RUS.SIB.NR,Novosibirsk,"0",WSB-OO,West Siberia,WSB,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","2418"
"1183",56.1154624162,73.3483315268,141007.181353,"72","649",RUS.SIB.OR,Omsk,"0",WSB-OO,West Siberia,WSB,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","34"
"1184",53.5547631658,109.503045053,352373.844359,"156","650",RUS.SIB.RB,Buryat,"0",BRY-OO,Buryatiya,BRY,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","2418"
"1185",53.3931195018,89.897800932,61570.1756694,"110","651",RUS.SIB.RK,Khakass,"0",KRA-OO,Krasnoyarsk,KRA,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","2418"
"1186",51.5796309416,94.7934024154,169686.288689,"17","652",RUS.SIB.RT,Republic of Tyva,"0",TVA-OO,Tuva,TVA,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","34"
"1187",58.4974107346,82.1423073624,314770.698981,"190","653",RUS.SIB.TO,Tomsk,"0",WSB-OO,West Siberia,WSB,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","1","2379"
"1188",52.84048969,116.200465062,431826.699118,"22","654",RUS.SIB.ZK,Zabaykalsky Krai,"0",CTA-OO,Chita,CTA,"30","3",Asia-Temperate,RUS,Russian Federation (the),"2","2","34"
"1193",24.1223270406,44.5368636675,1921725.38782,"98","659",SAU,Saudi Arabia,"0",SAU-OO,Saudi Arabia,SAU,"35","3",Asia-Temperate,SAU,Saudi Arabia,"2","2","2351"
"1263",23.7510550975,120.961830056,36021.148762,"1222","731",TWN,Taiwan,"1",TAI-OO,Taiwan,TAI,"38","3",Asia-Temperate,TWN,Taiwan (Province of China),"3","2","140"
"1334",15.9043275199,47.5957456636,453515.092392,"69","818",YEM,Yemen,"0",000-07,Yemen,"6","35","3",Asia-Temperate,YEM,Yemen,"1","2","139"
"1531",38.2784102043,73.5364123292,38629.3521409,"11","1259",TJK.KUR,Kuram,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1532",37.4766224756,72.1552689137,9098.28131845,"10","1260",TJK.MOG,Mogoltausian,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1533",38.1121498316,69.5056269917,8781.24076624,"19","1261",TJK.PRI,Prisyrdarian,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1534",37.5484230337,68.3932119515,8317.3839482,"13","1262",TJK.TUA,Turkestanian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1535",39.3301368878,69.4639637645,7216.08558028,"13","1263",TJK.TUB,Turkestanian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1536",39.1780860126,71.3129778818,7114.52837264,"18","1264",TJK.ZEA,Zeravshanian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1537",38.0805775531,72.1058703064,6106.82727652,"17","1265",TJK.ZEB,Zeravshanian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1538",38.5241679348,70.2904009503,5545.91326034,"16","1266",TJK.ZEC,Zeravshanian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1539",40.3468700616,69.9799664126,5062.17178027,"20","1267",TJK.HDA,Hissaro-Darvasian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1540",39.2471043579,68.2107174756,4282.53996376,"10","1268",TJK.HDB,Hissaro-Darvasian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1541",39.0202645483,70.1337063602,4110.27017454,"11","1269",TJK.HDC,Hissaro-Darvasian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1542",38.3287082708,68.5842944919,4055.22879586,"10","1270",TJK.HDD,Hissaro-Darvasian D,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1543",39.75845901,69.0242080676,3824.73148733,"12","1271",TJK.HDE,Hissaro-Darvasian E,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1544",38.7651606191,71.4332754659,3733.26997267,"12","1272",TJK.HDF,Hissaro-Darvasian F,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1545",38.7799977281,68.6603636264,3713.73541183,"46","1273",TJK.STA,South Tajikistanian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1546",38.4300593648,71.8077194251,3581.54780636,"21","1274",TJK.STB,South Tajikistanian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1547",37.483825976,69.1636237893,3487.77767217,"23","1275",TJK.STC,South Tajikistanian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1548",40.6559865457,69.8896282672,3154.39415308,"13","1276",TJK.STD,South Tajikistanian D,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1549",36.9570165601,71.97850671,2902.37673473,"12","1277",TJK.ETA,Eastern Tajikistanian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1550",38.8925719828,69.4546061495,2619.93963882,"8","1278",TJK.ETB,Eastern Tajikistanian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1551",38.4336563417,70.8060195908,2279.16381227,"14","1279",TJK.ETC,Eastern Tajikistanian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1552",39.3721809742,67.6707920536,1860.67231181,"15","1280",TJK.WPA,Western Pamirian A,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1553",37.714409816,70.1328137437,872.468772164,"19","1281",TJK.WPB,Western Pamirian B,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1554",40.0511033848,70.6390091657,650.070451866,"13","1282",TJK.WPC,Western Pamirian C,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1555",39.4999338561,71.343388102,509.475442922,"1","1283",TJK.EPA,Eastern Pamirian,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
"1556",40.3035314903,69.4785263214,484.792015848,"2","1284",TJK.ALA,Alayan,"0",TZK-OO,Tadzhikistan,TZK,"32","3",Asia-Temperate,TJK,Tajikistan,"2","1","2404"
