OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completene,complete_1,ref_id,tnorm
"1339",-23.737227390400001,29.312783429400000,122679.160214999996242,"667","823",ZAF.LI,Limpopo,"0",TVL-NP,Northern Province,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100",0.544000000000000
"1341",-25.866126226900001,30.237047733699999,78144.901181900000665,"829","825",ZAF.MP,Mpumalanga,"0",TVL-MP,Mpumalanga,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100",1.061000000000000
"1342",-29.525797933200000,21.347061503900001,362330.489665000000969,"511","826",ZAF.NC,Northern Cape,"0",CPP-NC,Northern Cape Province,CPP,"27","2",Africa,ZAF,South Africa,"3","2","100",0.141000000000000
"1343",-26.318983295900001,25.335970593700001,116289.681723000001512,"545","827",ZAF.NW,North West,"0",TVL-NW,North-West Province,TVL,"27","2",Africa,ZAF,South Africa,"3","2","100",0.469000000000000
"1345",-33.011435768100000,20.614182820900002,129053.317066999996314,"1032","829",ZAF.WC,Western Cape,"0",CPP-WC,Western Cape Province,CPP,"27","2",Africa,ZAF,South Africa,"3","2","100",0.800000000000000
"1346",-14.176569189000000,28.606642209499999,94183.650526900004479,"36","830",ZMB.CE,Central,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.038000000000000
"1347",-13.120668017800000,27.850932136099999,31465.203410699999949,"43","831",ZMB.CO,Copperbelt,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.137000000000000
"1348",-12.965913560900001,32.139534882000000,69163.135956500002067,"53","832",ZMB.EA,Eastern,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.077000000000000
"1349",-10.699794271500000,29.207663586399999,49193.166697599997860,"20","833",ZMB.LP,Luapula,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.041000000000000
"1350",-15.359948026000000,29.199700661600001,22507.685623800000030,"77","834",ZMB.LS,Lusaka,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.342000000000000
"1351",-10.489554802100001,31.160768182000002,147563.810732000012649,"68","835",ZMB.NO,Northern,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.046000000000000
"1352",-13.027978418000000,25.060276217700000,125251.485297000006540,"34","836",ZMB.NW,North-western,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.027000000000000
"1353",-16.584455953100001,26.666227648600000,85441.659110099993995,"70","837",ZMB.SO,Southern,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.082000000000000
"1354",-15.641592307600000,23.680376771100001,127150.409964999998920,"32","838",ZMB.WE,Western,"0",ZAM-OO,Zambia,ZAM,"26","2",Africa,ZMB,Zambia,"2","2","98",0.025000000000000
"1355",-18.649233622099999,30.524031761800000,68782.756566199997906,"196","839",ZWE.C,Central region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81",0.285000000000000
"1356",-19.159384474900001,32.572112299499999,25365.102656099999876,"191","840",ZWE.E,Eastern region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81",0.753000000000000
"1357",-17.096116494000000,29.955977832900000,109575.203703000006499,"112","841",ZWE.N,Northern region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81",0.102000000000000
"1358",-20.907725006700002,30.729465345700000,93679.343443399993703,"96","842",ZWE.S,Southern region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81",0.102000000000000
"1359",-19.492311757800000,27.674800229700001,92462.203499700000975,"117","843",ZWE.W,Western region,"0",ZIM-OO,Zimbabwe,ZIM,"26","2",Africa,ZWE,Zimbabwe,"3","2","81",0.127000000000000
"1205",0.456985843020000,6.736588310570000,1142.076818909999929,"384","673",STP,Sao Tome and Principe,"1",000-06,Sao Tome and Principe,GGI,"23","2",Africa,STP,Sao Tome and Principe,"1","2","139",33.622999999999998
"826",11.749822295600000,42.577946042000001,21434.294091299998399,"29","317",DJI,Djibouti,"0",DJI-OO,Djibouti,DJI,"24","2",Africa,DJI,Djibouti,"1","2","139",0.135000000000000
"1389",-12.823991477600000,45.143920944199998,371.423619576000021,"1","999",FRA.MAY,Mayotte,"1",COM-MA,Mayotte,COM,"29","2",Africa,MYT,Mayotte,"1","2","139",0.269000000000000
"495",24.605,-13.657,6832540.620000000111759,"1","993",ESH,Western Sahara,"0",WSA-OO,Western Sahara,WSA,"20","2",Africa,ESH,Western Sahara*,"1","2",,0.000000000000000
